Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Patient and Caregiver Centered Experience of Care/Care Coordination Domain Score,Weighted Patient and Caregiver Centered Experience of Care/Care Coordination Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
"070019","MILFORD HOSPITAL, INC","300 SEASIDE AVENUE","MILFORD","CT","06460","New Haven","56.666666666667","14.166666666667","60.000000000000","15.000000000000","75.000000000000","18.750000000000","0.000000000000","0.000000000000","47.916666666667"
"070020","MIDDLESEX HOSPITAL","28 CRESCENT ST","MIDDLETOWN","CT","06457","Middlesex","50.000000000000","12.500000000000","44.000000000000","11.000000000000","52.857142857143","13.214285714286","0.000000000000","0.000000000000","36.714285714286"
"070021","WINDHAM COMM MEM HOSP & HATCH HOSP","112 MANSFIELD AVENUE","WILLIMANTIC","CT","06226","Windham","73.333333333333","18.333333333333","34.000000000000","8.500000000000","66.666666666667","16.666666666667","10.000000000000","2.500000000000","46.000000000000"
"070022","YALE-NEW HAVEN HOSPITAL","20 YORK ST","NEW HAVEN","CT","06504","New Haven","73.333333333333","18.333333333333","18.000000000000","4.500000000000","31.428571428571","7.857142857143","0.000000000000","0.000000000000","30.690476190476"
"070024","WILLIAM W BACKUS HOSPITAL","326 WASHINGTON ST","NORWICH","CT","06360","New London","80.000000000000","20.000000000000","32.000000000000","8.000000000000","51.428571428571","12.857142857143","20.000000000000","5.000000000000","45.857142857143"
"070025","HARTFORD HOSPITAL","80 SEYMOUR STREET","HARTFORD","CT","06102","Hartford","50.000000000000","12.500000000000","14.000000000000","3.500000000000","25.714285714286","6.428571428571","0.000000000000","0.000000000000","22.428571428571"
"070027","MANCHESTER MEMORIAL HOSPITAL","71 HAYNES ST","MANCHESTER","CT","06040","Hartford","60.000000000000","15.000000000000","17.000000000000","4.250000000000","45.714285714286","11.428571428571","10.000000000000","2.500000000000","33.178571428571"
"070028","ST VINCENT'S MEDICAL CENTER","2800 MAIN ST","BRIDGEPORT","CT","06606","Fairfield","26.666666666667","6.666666666667","18.000000000000","4.500000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","20.095238095238"
"070029","BRISTOL HOSPITAL","BREWSTER RD","BRISTOL","CT","06010","Hartford","40.000000000000","10.000000000000","57.000000000000","14.250000000000","60.000000000000","15.000000000000","20.000000000000","5.000000000000","44.250000000000"
"070031","GRIFFIN HOSPITAL","130 DIVISION ST","DERBY","CT","06418","New Haven","46.666666666667","11.666666666667","36.000000000000","9.000000000000","71.428571428571","17.857142857143","0.000000000000","0.000000000000","38.523809523810"
"070033","DANBURY HOSPITAL","24 HOSPITAL AVE","DANBURY","CT","06810","Fairfield","33.333333333333","8.333333333333","49.000000000000","12.250000000000","54.285714285714","13.571428571429","0.000000000000","0.000000000000","34.154761904762"
"070034","NORWALK HOSPITAL ASSOCIATION","24 STEVENS STREET","NORWALK","CT","06856","Fairfield","43.333333333333","10.833333333333","35.000000000000","8.750000000000","42.857142857143","10.714285714286","10.000000000000","2.500000000000","32.797619047619"
"070035","HOSPITAL OF CENTRAL CONNECTICUT, THE","100 GRAND STREET","NEW BRITAIN","CT","06050","Hartford","76.666666666667","19.166666666667","19.000000000000","4.750000000000","21.428571428571","5.357142857143","0.000000000000","0.000000000000","29.273809523810"
"070036","JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE","FARMINGTON","CT","06032","Hartford","40.000000000000","10.000000000000","32.000000000000","8.000000000000","51.428571428571","12.857142857143","10.000000000000","2.500000000000","33.357142857143"
"080001","CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD","NEWARK","DE","19718","New Castle","63.333333333333","15.833333333333","33.000000000000","8.250000000000","41.428571428571","10.357142857143","0.000000000000","0.000000000000","34.440476190476"
"080003","ST FRANCIS HOSPITAL","7TH AND CLAYTON STS","WILMINGTON","DE","19805","New Castle","43.333333333333","10.833333333333","32.000000000000","8.000000000000","82.000000000000","20.500000000000","0.000000000000","0.000000000000","39.333333333333"
"080004","BAYHEALTH - KENT GENERAL HOSPITAL","640 S STATE STREET","DOVER","DE","19901","Kent","66.666666666667","16.666666666667","33.000000000000","8.250000000000","48.571428571429","12.142857142857","0.000000000000","0.000000000000","37.059523809524"
"080006","NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD RD","SEAFORD","DE","19973","Sussex","53.333333333333","13.333333333333","53.000000000000","13.250000000000","51.666666666667","12.916666666667","10.000000000000","2.500000000000","42.000000000000"
"080007","BEEBE MEDICAL CENTER","424 SAVANNAH RD","LEWES","DE","19958","Sussex","43.333333333333","10.833333333333","29.000000000000","7.250000000000","54.285714285714","13.571428571429","20.000000000000","5.000000000000","36.654761904762"
"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 WEST CLARKE AVENUE","MILFORD","DE","19963","Sussex","50.000000000000","12.500000000000","52.000000000000","13.000000000000","38.333333333333","9.583333333333","0.000000000000","0.000000000000","35.083333333333"
"090001","GEORGE WASHINGTON UNIV HOSPITAL","900 23RD ST NW","WASHINGTON","DC","20037","District of Columbia","33.333333333333","8.333333333333","18.000000000000","4.500000000000","30.000000000000","7.500000000000","0.000000000000","0.000000000000","20.333333333333"
"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","WASHINGTON","DC","20060","District of Columbia","60.000000000000","15.000000000000","5.000000000000","1.250000000000","16.666666666667","4.166666666667","40.000000000000","10.000000000000","30.416666666667"
"090004","MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","3800 RESERVOIR RD","WASHINGTON","DC","20007","District of Columbia","53.333333333333","13.333333333333","13.000000000000","3.250000000000","32.857142857143","8.214285714286","0.000000000000","0.000000000000","24.797619047619"
"090005","SIBLEY MEMORIAL HOSPITAL","5255 LOUGHBORO RD NW","WASHINGTON","DC","20016","District of Columbia","30.000000000000","7.500000000000","25.000000000000","6.250000000000","52.857142857143","13.214285714286","20.000000000000","5.000000000000","31.964285714286"
"090006","PROVIDENCE HOSPITAL","1150 VARNUM ST NE","WASHINGTON","DC","20017","District of Columbia","60.000000000000","15.000000000000","6.000000000000","1.500000000000","38.571428571429","9.642857142857","0.000000000000","0.000000000000","26.142857142857"
"090008","UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","WASHINGTON","DC","20032","District of Columbia","46.666666666667","11.666666666667","4.000000000000","1.000000000000","47.142857142857","11.785714285714","0.000000000000","0.000000000000","24.452380952381"
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","WASHINGTON","DC","20010","District of Columbia","36.666666666667","9.166666666667","14.000000000000","3.500000000000","32.857142857143","8.214285714286","0.000000000000","0.000000000000","20.880952380952"
"100001","UF HEALTH JACKSONVILLE","655 W 8TH ST","JACKSONVILLE","FL","32209","Duval","43.333333333333","10.833333333333","15.000000000000","3.750000000000","52.857142857143","13.214285714286","10.000000000000","2.500000000000","30.297619047619"
"100002","BETHESDA HOSPITAL EAST","2815 S SEACREST BLVD","BOYNTON BEACH","FL","33435","Palm Beach","53.333333333333","13.333333333333","11.000000000000","2.750000000000","42.857142857143","10.714285714286","0.000000000000","0.000000000000","26.797619047619"
"100006","ORLANDO HEALTH","52 W UNDERWOOD ST","ORLANDO","FL","32806","Orange","40.000000000000","10.000000000000","30.000000000000","7.500000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","26.428571428571"
"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","ORLANDO","FL","32803","Orange","80.000000000000","20.000000000000","45.000000000000","11.250000000000","50.000000000000","12.500000000000","0.000000000000","0.000000000000","43.750000000000"
"100008","BAPTIST HOSPITAL OF MIAMI","8900 N KENDALL DR","MIAMI","FL","33176","Miami-Dade","33.333333333333","8.333333333333","38.000000000000","9.500000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","26.761904761905"
"100009","UNIVERSITY OF MIAMI HOSPITAL","1400 NW 12TH AVE","MIAMI","FL","33136","Miami-Dade","76.666666666667","19.166666666667","16.000000000000","4.000000000000","25.000000000000","6.250000000000","0.000000000000","0.000000000000","29.416666666667"
"100012","LEE MEMORIAL HOSPITAL","2776 CLEVELAND AVE","FORT MYERS","FL","33901","Lee","33.333333333333","8.333333333333","19.000000000000","4.750000000000","38.571428571429","9.642857142857","0.000000000000","0.000000000000","22.726190476190"
"100014","FLORIDA HOSPITAL NEW SMYRNA","401 PALMETTO ST","NEW SMYRNA BEACH","FL","32170","Volusia","6.666666666667","1.666666666667","12.000000000000","3.000000000000","23.333333333333","5.833333333333","10.000000000000","2.500000000000","13.000000000000"
"100017","HALIFAX HEALTH MEDICAL CENTER","303 N CLYDE MORRIS BLVD","DAYTONA BEACH","FL","32114","Volusia","6.666666666667","1.666666666667","18.000000000000","4.500000000000","34.285714285714","8.571428571429","0.000000000000","0.000000000000","14.738095238095"
"100018","NAPLES COMMUNITY HOSPITAL","350 7TH ST N","NAPLES","FL","34102","Collier","43.333333333333","10.833333333333","12.000000000000","3.000000000000","34.285714285714","8.571428571429","0.000000000000","0.000000000000","22.404761904762"
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","MELBOURNE","FL","32901","Brevard","66.666666666667","16.666666666667","18.000000000000","4.500000000000","31.428571428571","7.857142857143","0.000000000000","0.000000000000","29.023809523810"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","MIAMI","FL","33136","Miami-Dade","30.000000000000","7.500000000000","24.000000000000","6.000000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","22.428571428571"
"100023","CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD","INVERNESS","FL","34452","Citrus","26.666666666667","6.666666666667","17.000000000000","4.250000000000","55.714285714286","13.928571428571","0.000000000000","0.000000000000","24.845238095238"
"100025","SACRED HEART HOSPITAL","5151 N 9TH AVE","PENSACOLA","FL","32504","Escambia","30.000000000000","7.500000000000","24.000000000000","6.000000000000","51.428571428571","12.857142857143","0.000000000000","0.000000000000","26.357142857143"
"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","PANAMA CITY","FL","32401","Bay","53.333333333333","13.333333333333","12.000000000000","3.000000000000","47.142857142857","11.785714285714","0.000000000000","0.000000000000","28.119047619048"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","TITUSVILLE","FL","32796","Brevard","23.333333333333","5.833333333333","15.000000000000","3.750000000000","51.428571428571","12.857142857143","10.000000000000","2.500000000000","24.940476190476"
"100029","NORTH SHORE MEDICAL CENTER","1100 NW 95TH ST","MIAMI","FL","33150","Miami-Dade","53.333333333333","13.333333333333","29.000000000000","7.250000000000","47.142857142857","11.785714285714","0.000000000000","0.000000000000","32.369047619048"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","OCOEE","FL","34761","Orange","30.000000000000","7.500000000000","28.000000000000","7.000000000000","38.571428571429","9.642857142857","0.000000000000","0.000000000000","24.142857142857"
"100032","BAYFRONT HEALTH - ST PETERSBURG","701 6TH ST S","SAINT PETERSBURG","FL","33701","Pinellas","33.333333333333","8.333333333333","10.000000000000","2.500000000000","44.285714285714","11.071428571429","0.000000000000","0.000000000000","21.904761904762"
"100034","MOUNT SINAI MEDICAL CENTER","4300 ALTON RD","MIAMI BEACH","FL","33140","Miami-Dade","80.000000000000","20.000000000000","21.000000000000","5.250000000000","41.428571428571","10.357142857143","0.000000000000","0.000000000000","35.607142857143"
"100035","MANATEE MEMORIAL HOSPITAL","206 2ND ST E","BRADENTON","FL","34208","Manatee","3.333333333333","0.833333333333","18.000000000000","4.500000000000","45.714285714286","11.428571428571","0.000000000000","0.000000000000","16.761904761905"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","HOLLYWOOD","FL","33021","Broward","86.666666666667","21.666666666667","41.000000000000","10.250000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","40.845238095238"
"100039","BROWARD HEALTH MEDICAL CENTER","1600 S ANDREWS AVE","FORT LAUDERDALE","FL","33316","Broward","46.666666666667","11.666666666667","15.000000000000","3.750000000000","37.142857142857","9.285714285714","0.000000000000","0.000000000000","24.702380952381"
"100040","ST VINCENT'S MEDICAL CENTER RIVERSIDE","1 SHIRCLIFF WAY","JACKSONVILLE","FL","32204","Duval","50.000000000000","12.500000000000","17.000000000000","4.250000000000","65.714285714286","16.428571428571","0.000000000000","0.000000000000","33.178571428571"
"100043","MEASE DUNEDIN HOSPITAL","601 MAIN ST","DUNEDIN","FL","34698","Pinellas","33.333333333333","8.333333333333","73.000000000000","18.250000000000","78.000000000000","19.500000000000","20.000000000000","5.000000000000","51.083333333333"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","STUART","FL","34995","Martin","33.333333333333","8.333333333333","14.000000000000","3.500000000000","42.857142857143","10.714285714286","0.000000000000","0.000000000000","22.547619047619"
"100045","FLORIDA HOSPITAL DELAND","701 W PLYMOUTH AVE","DELAND","FL","32720","Volusia","66.666666666667","16.666666666667","46.000000000000","11.500000000000","82.857142857143","20.714285714286","0.000000000000","0.000000000000","48.880952380952"
"100046","FLORIDA HOSPITAL ZEPHYRHILLS","7050 GALL BLVD","ZEPHYRHILLS","FL","33541","Pasco","43.333333333333","10.833333333333","37.000000000000","9.250000000000","64.285714285714","16.071428571429","0.000000000000","0.000000000000","36.154761904762"
"100047","BAYFRONT HEALTH PUNTA GORDA","809 E MARION AVE","PUNTA GORDA","FL","33950","Charlotte","20.000000000000","5.000000000000","10.000000000000","2.500000000000","52.000000000000","13.000000000000","0.000000000000","0.000000000000","20.500000000000"
"100048","JAY HOSPITAL","14114 ALABAMA ST","JAY","FL","32565","Santa Rosa","45.000000000000","15.000000000000","75.000000000000","25.000000000000","Not Available","Not Available","10.000000000000","3.333333333333","43.333333333333"
"100049","HIGHLANDS REGIONAL MEDICAL CENTER","3600 S HIGHLANDS AVE","SEBRING","FL","33870","Highlands","16.666666666667","4.166666666667","15.000000000000","3.750000000000","48.000000000000","12.000000000000","0.000000000000","0.000000000000","19.916666666667"
"100050","LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS","1475 W 49TH ST","HIALEAH","FL","33012","Miami-Dade","46.666666666667","11.666666666667","20.000000000000","5.000000000000","45.000000000000","11.250000000000","0.000000000000","0.000000000000","27.916666666667"
"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","CLERMONT","FL","34711","Lake","53.333333333333","13.333333333333","22.000000000000","5.500000000000","61.428571428571","15.357142857143","20.000000000000","5.000000000000","39.190476190476"
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","WINTER HAVEN","FL","33881","Polk","33.333333333333","8.333333333333","32.000000000000","8.000000000000","42.857142857143","10.714285714286","0.000000000000","0.000000000000","27.047619047619"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","HIALEAH","FL","33013","Miami-Dade","43.333333333333","10.833333333333","6.000000000000","1.500000000000","82.857142857143","20.714285714286","0.000000000000","0.000000000000","33.047619047619"
"100054","TWIN CITIES HOSPITAL","2190 HWY 85 N","NICEVILLE","FL","32578","Okaloosa","50.000000000000","12.500000000000","71.000000000000","17.750000000000","83.333333333333","20.833333333333","20.000000000000","5.000000000000","56.083333333333"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","TARPON SPRINGS","FL","34689","Pinellas","56.666666666667","14.166666666667","37.000000000000","9.250000000000","87.142857142857","21.785714285714","0.000000000000","0.000000000000","45.202380952381"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","TAVARES","FL","32778","Lake","36.666666666667","9.166666666667","34.000000000000","8.500000000000","57.142857142857","14.285714285714","10.000000000000","2.500000000000","34.452380952381"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","OCALA","FL","34474","Marion","50.000000000000","12.500000000000","8.000000000000","2.000000000000","45.714285714286","11.428571428571","0.000000000000","0.000000000000","25.928571428571"
"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON ST","NEW PORT RICHEY","FL","34652","Pasco","46.666666666667","11.666666666667","37.000000000000","9.250000000000","46.666666666667","11.666666666667","0.000000000000","0.000000000000","32.583333333333"
"100067","ST ANTHONYS HOSPITAL","1200 SEVENTH AVE N","SAINT PETERSBURG","FL","33705","Pinellas","73.333333333333","18.333333333333","22.000000000000","5.500000000000","30.000000000000","7.500000000000","0.000000000000","0.000000000000","31.333333333333"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","FL","32117","Volusia","30.000000000000","7.500000000000","43.000000000000","10.750000000000","58.571428571429","14.642857142857","0.000000000000","0.000000000000","32.892857142857"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 N DALE MABRY HWY","TAMPA","FL","33614","Hillsborough","20.000000000000","5.000000000000","53.000000000000","13.250000000000","55.000000000000","13.750000000000","0.000000000000","0.000000000000","32.000000000000"
"100070","VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH","540 THE RIALTO","VENICE","FL","34285","Sarasota","33.333333333333","8.333333333333","10.000000000000","2.500000000000","53.333333333333","13.333333333333","0.000000000000","0.000000000000","24.166666666667"
"100071","BAYFRONT HEALTH BROOKSVILLE","17240 CORTEZ BLVD","BROOKSVILLE","FL","34601","Hernando","6.666666666667","1.666666666667","21.000000000000","5.250000000000","41.428571428571","10.357142857143","0.000000000000","0.000000000000","17.273809523810"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","ORANGE CITY","FL","32763","Volusia","46.666666666667","11.666666666667","27.000000000000","6.750000000000","36.666666666667","9.166666666667","0.000000000000","0.000000000000","27.583333333333"
"100073","HOLY CROSS HOSPITAL","4725 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","Broward","50.000000000000","12.500000000000","14.000000000000","3.500000000000","48.571428571429","12.142857142857","0.000000000000","0.000000000000","28.142857142857"
"100075","ST JOSEPHS HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","TAMPA","FL","33677","Hillsborough","73.333333333333","18.333333333333","50.000000000000","12.500000000000","25.714285714286","6.428571428571","10.000000000000","2.500000000000","39.761904761905"
"100077","BAYFRONT HEALTH PORT CHARLOTTE","2500 HARBOR BLVD","PORT CHARLOTTE","FL","33952","Charlotte","53.333333333333","13.333333333333","4.000000000000","1.000000000000","61.428571428571","15.357142857143","0.000000000000","0.000000000000","29.690476190476"
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","ATLANTIS","FL","33462","Palm Beach","33.333333333333","8.333333333333","11.000000000000","2.750000000000","47.142857142857","11.785714285714","0.000000000000","0.000000000000","22.869047619048"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","LEESBURG","FL","34748","Lake","26.666666666667","6.666666666667","9.000000000000","2.250000000000","31.428571428571","7.857142857143","0.000000000000","0.000000000000","16.773809523810"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","POMPANO BEACH","FL","33064","Broward","23.333333333333","5.833333333333","38.000000000000","9.500000000000","55.000000000000","13.750000000000","0.000000000000","0.000000000000","29.083333333333"
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","SARASOTA","FL","34239","Sarasota","83.333333333333","20.833333333333","38.000000000000","9.500000000000","37.142857142857","9.285714285714","0.000000000000","0.000000000000","39.619047619048"
"100088","BAPTIST MEDICAL CENTER JACKSONVILLE","800 PRUDENTIAL DR","JACKSONVILLE","FL","32207","Duval","100.000000000000","25.000000000000","39.000000000000","9.750000000000","27.142857142857","6.785714285714","20.000000000000","5.000000000000","46.535714285714"
"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","FL","32086","Saint Johns","60.000000000000","15.000000000000","12.000000000000","3.000000000000","37.142857142857","9.285714285714","10.000000000000","2.500000000000","29.785714285714"
"100092","STEWARD ROCKLEDGE HOSPITAL","110 LONGWOOD AVE","ROCKLEDGE","FL","32955","Brevard","56.666666666667","14.166666666667","15.000000000000","3.750000000000","34.285714285714","8.571428571429","0.000000000000","0.000000000000","26.488095238095"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","PENSACOLA","FL","32501","Escambia","50.000000000000","12.500000000000","41.000000000000","10.250000000000","37.142857142857","9.285714285714","10.000000000000","2.500000000000","34.535714285714"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","FL","33853","Polk","33.333333333333","8.333333333333","13.000000000000","3.250000000000","52.000000000000","13.000000000000","10.000000000000","2.500000000000","27.083333333333"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","LAKE CITY","FL","32055","Columbia","60.000000000000","15.000000000000","21.000000000000","5.250000000000","100.000000000000","25.000000000000","0.000000000000","0.000000000000","45.250000000000"
"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","VERO BEACH","FL","32960","Indian River","20.000000000000","5.000000000000","14.000000000000","3.500000000000","70.000000000000","17.500000000000","0.000000000000","0.000000000000","26.000000000000"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","PERRY","FL","32348","Taylor","30.000000000000","10.000000000000","32.000000000000","10.666666666667","Not Available","Not Available","0.000000000000","0.000000000000","20.666666666667"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","LEHIGH ACRES","FL","33936","Lee","46.666666666667","11.666666666667","11.000000000000","2.750000000000","80.000000000000","20.000000000000","40.000000000000","10.000000000000","44.416666666667"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N LAKE BLVD","SEBRING","FL","33871","Highlands","43.333333333333","10.833333333333","23.000000000000","5.750000000000","51.428571428571","12.857142857143","0.000000000000","0.000000000000","29.440476190476"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","FL","34741","Osceola","80.000000000000","20.000000000000","12.000000000000","3.000000000000","25.714285714286","6.428571428571","10.000000000000","2.500000000000","31.928571428571"
"100113","UF HEALTH SHANDS HOSPITAL","1600 SW ARCHER RD","GAINESVILLE","FL","32610","Alachua","66.666666666667","16.666666666667","24.000000000000","6.000000000000","35.714285714286","8.928571428571","0.000000000000","0.000000000000","31.595238095238"
"100117","BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","FL","32250","Duval","50.000000000000","12.500000000000","36.000000000000","9.000000000000","61.428571428571","15.357142857143","20.000000000000","5.000000000000","41.857142857143"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","PALM COAST","FL","32164","Flagler","20.000000000000","5.000000000000","27.000000000000","6.750000000000","60.000000000000","15.000000000000","0.000000000000","0.000000000000","26.750000000000"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","BARTOW","FL","33831","Polk","50.000000000000","12.500000000000","31.000000000000","7.750000000000","52.500000000000","13.125000000000","0.000000000000","0.000000000000","33.375000000000"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","CRESTVIEW","FL","32539","Okaloosa","46.666666666667","11.666666666667","23.000000000000","5.750000000000","48.571428571429","12.142857142857","20.000000000000","5.000000000000","34.559523809524"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","MILTON","FL","32570","Santa Rosa","56.666666666667","14.166666666667","18.000000000000","4.500000000000","40.000000000000","10.000000000000","20.000000000000","5.000000000000","33.666666666667"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","HOMESTEAD","FL","33033","Miami-Dade","43.333333333333","10.833333333333","40.000000000000","10.000000000000","42.857142857143","10.714285714286","10.000000000000","2.500000000000","34.047619047619"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE S","SAINT PETERSBURG","FL","33707","Pinellas","40.000000000000","10.000000000000","31.000000000000","7.750000000000","50.000000000000","12.500000000000","30.000000000000","7.500000000000","37.750000000000"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","CLEARWATER","FL","33756","Pinellas","50.000000000000","12.500000000000","45.000000000000","11.250000000000","57.142857142857","14.285714285714","0.000000000000","0.000000000000","38.035714285714"
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIR","TAMPA","FL","33606","Hillsborough","83.333333333333","20.833333333333","24.000000000000","6.000000000000","40.000000000000","10.000000000000","0.000000000000","0.000000000000","36.833333333333"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","FL","33430","Palm Beach","25.000000000000","6.250000000000","39.000000000000","9.750000000000","62.000000000000","15.500000000000","10.000000000000","2.500000000000","34.000000000000"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","AVENTURA","FL","33180","Miami-Dade","56.666666666667","14.166666666667","10.000000000000","2.500000000000","46.666666666667","11.666666666667","0.000000000000","0.000000000000","28.333333333333"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","PLANT CITY","FL","33563","Hillsborough","56.666666666667","14.166666666667","34.000000000000","8.500000000000","70.000000000000","17.500000000000","10.000000000000","2.500000000000","42.666666666667"
"100135","TALLAHASSEE MEMORIAL HOSPITAL","1300 MICCOSUKEE RD","TALLAHASSEE","FL","32308","Leon","43.333333333333","10.833333333333","31.000000000000","7.750000000000","24.285714285714","6.071428571429","10.000000000000","2.500000000000","27.154761904762"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","DAVENPORT","FL","33837","Polk","20.000000000000","5.000000000000","8.000000000000","2.000000000000","47.142857142857","11.785714285714","10.000000000000","2.500000000000","21.285714285714"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH","FL","32034","Nassau","36.666666666667","9.166666666667","41.000000000000","10.250000000000","47.500000000000","11.875000000000","40.000000000000","10.000000000000","41.291666666667"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","MARIANNA","FL","32446","Jackson","30.000000000000","7.500000000000","53.000000000000","13.250000000000","82.500000000000","20.625000000000","0.000000000000","0.000000000000","41.375000000000"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","KEY WEST","FL","33040","Monroe","33.333333333333","8.333333333333","11.000000000000","2.750000000000","16.000000000000","4.000000000000","10.000000000000","2.500000000000","17.583333333333"
"100151","MAYO CLINIC","4500 SAN PABLO RD","JACKSONVILLE","FL","32224","Duval","80.000000000000","20.000000000000","67.000000000000","16.750000000000","53.333333333333","13.333333333333","20.000000000000","5.000000000000","55.083333333333"
"100154","SOUTH MIAMI HOSPITAL","6200 SW 73RD ST","SOUTH MIAMI","FL","33143","Miami-Dade","46.666666666667","11.666666666667","35.000000000000","8.750000000000","61.428571428571","15.357142857143","0.000000000000","0.000000000000","35.773809523810"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","LAKE CITY","FL","32055","Columbia","66.666666666667","16.666666666667","31.000000000000","7.750000000000","50.000000000000","12.500000000000","10.000000000000","2.500000000000","39.416666666667"
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","LAKELAND","FL","33805","Polk","16.666666666667","4.166666666667","13.000000000000","3.250000000000","42.857142857143","10.714285714286","10.000000000000","2.500000000000","20.630952380952"
