Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"280105","CHI HEALTH MIDLANDS","11111 SOUTH 84TH ST","PAPILLION","NE","68046","Sarpy","0.985777","0.832678","1.001185","0.994625","0 out of 10","0 out of 9","0 out of 10"
"040039","ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY","PARAGOULD","AR","72450","Greene","0.985777","0.832678","1.011120","1.041016","0 out of 10","0 out of 9","0 out of 10"
"250167","METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","4250 BETHEL ROAD","OLIVE BRANCH","MS","38654","DeSoto","0.985777","0.832678","0.951911","0.932658","4 out of 10","1 out of 9","4 out of 10"
"490001","NORTON COMMUNITY HOSPITAL","100  15TH NW STREET","NORTON","VA","24273","Norton City","0.985777","0.832678","0.899572","0.929791","4 out of 10","0 out of 9","4 out of 10"
"260219","PROGRESS WEST HOSPITAL","2 PROGRESS POINT PKWY","O FALLON","MO","63368","Saint Charles","0.985777","0.832678","0.904916","0.907559","5 out of 10","0 out of 9","5 out of 10"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","OAK LAWN","IL","60453","Cook","0.985777","0.832678","1.046870","1.051243","0 out of 10","0 out of 9","0 out of 10"
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","NORTH KANSAS CITY","MO","64116","Clay","0.985777","0.832678","0.965457","1.004981","0 out of 10","0 out of 9","0 out of 10"
"080001","CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD","NEWARK","DE","19718","New Castle","0.985777","0.832678","0.989219","1.003031","0 out of 10","0 out of 9","0 out of 10"
"190005","UNIVERSITY MEDICAL CENTER NEW ORLEANS","2000 CANAL STREET","NEW ORLEANS","LA","70112","Orleans","0.985777","0.832678","1.041527","0.937960","3 out of 10","4 out of 9","4 out of 10"
"330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY","10802","Westchester","0.985777","0.832678","1.000030","1.051801","0 out of 10","0 out of 9","0 out of 10"
"100014","FLORIDA HOSPITAL NEW SMYRNA","401 PALMETTO ST","NEW SMYRNA BEACH","FL","32170","Volusia","0.985777","0.832678","0.970452","0.982757","1 out of 10","0 out of 9","1 out of 10"
"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","MORRIS","IL","60450","Grundy","0.985777","0.832678","0.967593","1.001758","0 out of 10","0 out of 9","0 out of 10"
"050736","MONTEREY PARK HOSPITAL","900 S ATLANTIC BLVD","MONTEREY PARK","CA","91754","Los Angeles","0.985777","0.832678","0.905241","0.983342","1 out of 10","0 out of 9","1 out of 10"
"100321","ST VINCENTS MEDICAL CENTER - CLAY COUNTY","1670 ST VINCENTS WAY","MIDDLEBURG","FL","32068","Clay","0.985777","0.832678","1.017385","0.958838","2 out of 10","3 out of 9","3 out of 10"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ","85209","Maricopa","0.985777","0.832678","1.034121","1.034778","0 out of 10","0 out of 9","0 out of 10"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","MCMINNVILLE","OR","97128","Yamhill","0.985777","0.832678","0.842258","0.873559","7 out of 10","0 out of 9","7 out of 10"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","LUBBOCK","TX","79410","Lubbock","0.985777","0.832678","1.015957","1.060085","0 out of 10","0 out of 9","0 out of 10"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","CA","90012","Los Angeles","0.985777","0.832678","1.148749","1.121037","0 out of 10","0 out of 9","0 out of 10"
"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","DUBLIN","GA","31021","Laurens","0.985777","0.832678","0.927727","0.960116","2 out of 10","0 out of 9","2 out of 10"
"080004","BAYHEALTH - KENT GENERAL HOSPITAL","640 S STATE STREET","DOVER","DE","19901","Kent","0.985777","0.832678","1.009861","1.031955","0 out of 10","0 out of 9","0 out of 10"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","LAS CRUCES","NM","88011","Dona Ana","0.985777","0.832678","1.009652","1.014622","0 out of 10","0 out of 9","0 out of 10"
"420036","SPRINGS MEMORIAL HOSPITAL","800 W MEETING ST","LANCASTER","SC","29720","Lancaster","0.985777","0.832678","0.946685","0.936889","3 out of 10","0 out of 9","3 out of 10"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","FL","33853","Polk","0.985777","0.832678","1.030025","0.993362","0 out of 10","1 out of 9","1 out of 10"
"050324","SCRIPPS MEMORIAL HOSPITAL LA JOLLA","9888 GENESEE AVENUE","LA JOLLA","CA","92037","San Diego","0.985777","0.832678","0.978850","0.992327","0 out of 10","0 out of 9","0 out of 10"
"280132","BELLEVUE MEDICAL CENTER","2500 BELLEVUE MEDICAL CENTER DR","BELLEVUE","NE","68123","Sarpy","0.985777","0.832678","1.032650","0.925627","4 out of 10","5 out of 9","5 out of 10"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","Mohave","0.985777","0.832678","0.898742","0.925281","4 out of 10","0 out of 9","4 out of 10"
"160029","MERCY HOSPITAL","500 E MARKET STREET","IOWA CITY","IA","52245","Johnson","0.985777","0.832678","0.833268","0.852647","8 out of 10","0 out of 9","8 out of 10"
"190183","LEONARD J CHABERT MEDICAL CENTER","1978 INDUSTRIAL BLVD","HOUMA","LA","70363","Terrebonne","0.985777","0.832678","0.876940","0.936673","3 out of 10","0 out of 9","3 out of 10"
"110008","NORTHSIDE HOSPITAL CHEROKEE","450 NORTHSIDE CHEROKEE BOULEVARD","CANTON","GA","30115","Cherokee","0.985777","0.832678","0.982809","0.974789","1 out of 10","0 out of 9","1 out of 10"
"270003","ST PETER'S HOSPITAL","2475 BROADWAY","HELENA","MT","59601","Lewis and Clark","0.985777","0.832678","0.860639","0.852002","8 out of 10","3 out of 9","8 out of 10"
"140210","HARRISBURG MEDICAL CENTER","100 DOCTOR WARREN TUTTLE DR","HARRISBURG","IL","62946","Saline","0.985777","0.832678","0.867381","0.906422","5 out of 10","0 out of 9","5 out of 10"
"190015","NORTH OAKS MEDICAL CENTER, L L C","15790 PAUL VEGA MD DRIVE","HAMMOND","LA","70403","Tangipahoa","0.985777","0.832678","1.085755","1.129101","0 out of 10","0 out of 9","0 out of 10"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","Clarke","0.985777","0.832678","1.059414","0.835217","9 out of 10","9 out of 9","9 out of 10"
"450352","HUNT REGIONAL MEDICAL CENTER","4215 JOE RAMSEY BLVD","GREENVILLE","TX","75401","Hunt","0.985777","0.832678","1.100222","1.152950","0 out of 10","0 out of 9","0 out of 10"
"070018","GREENWICH HOSPITAL ASSOCIATION -","5 PERRYRIDGE RD","GREENWICH","CT","06830","Fairfield","0.985777","0.832678","0.995941","1.044545","0 out of 10","0 out of 9","0 out of 10"
"380025","LEGACY MOUNT HOOD MEDICAL CENTER","24800 SE STARK STREET","GRESHAM","OR","97030","Multnomah","0.985777","0.832678","0.864793","0.889936","6 out of 10","0 out of 9","6 out of 10"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","CA","92835","Orange","0.985777","0.832678","1.041828","1.040235","0 out of 10","0 out of 9","0 out of 10"
"060044","COLORADO PLAINS MEDICAL CENTER","1000 LINCOLN ST","FORT MORGAN","CO","80701","Morgan","0.985777","0.832678","0.963927","0.954665","2 out of 10","0 out of 9","2 out of 10"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","FORT PIERCE","FL","34950","Saint Lucie","0.985777","0.832678","1.066121","1.050821","0 out of 10","0 out of 9","0 out of 10"
"450039","JPS HEALTH NETWORK","1500 S MAIN ST","FORT WORTH","TX","76104","Tarrant","0.985777","0.832678","1.041807","1.031255","0 out of 10","0 out of 9","0 out of 10"
"150082","DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN","47747","Vanderburgh","0.985777","0.832678","1.035922","1.036426","0 out of 10","0 out of 9","0 out of 10"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST","EL DORADO","KS","67042","Butler","0.985777","0.832678","0.895230","0.906289","5 out of 10","0 out of 9","5 out of 10"
"450002","THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS","2001 N OREGON ST","EL PASO","TX","79902","El Paso","0.985777","0.832678","1.025344","1.043206","0 out of 10","0 out of 9","0 out of 10"
"380090","BAY AREA HOSPITAL","1775 THOMPSON ROAD","COOS BAY","OR","97420","Coos","0.985777","0.832678","0.892900","0.879042","7 out of 10","2 out of 9","7 out of 10"
"040011","CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET","DANVILLE","AR","72833","Yell","0.985777","0.832678","0.868728","0.832834","9 out of 10","9 out of 9","9 out of 10"
"450677","TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","11801 SOUTH FREEWAY","BURLESON","TX","76028","Johnson","0.985777","0.832678","1.105273","1.056532","0 out of 10","1 out of 9","1 out of 10"
"300001","CONCORD HOSPITAL","250 PLEASANT ST","CONCORD","NH","03301","Merrimack","0.985777","0.832678","0.996099","0.990073","0 out of 10","0 out of 9","0 out of 10"
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","CHICAGO","IL","60612","Cook","0.985777","0.832678","0.984802","0.987138","0 out of 10","0 out of 9","0 out of 10"
"470003","UNIVERSITY OF VERMONT MEDICAL CENTER","111 COLCHESTER AVE","BURLINGTON","VT","05401","Chittenden","0.985777","0.832678","1.008298","1.001833","0 out of 10","0 out of 9","0 out of 10"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","Kings","0.985777","0.832678","0.965667","0.984424","1 out of 10","0 out of 9","1 out of 10"
"250007","MERIT HEALTH BILOXI","150 REYNOIR STREET","BILOXI","MS","39530","Harrison","0.985777","0.832678","0.962077","0.981571","1 out of 10","0 out of 9","1 out of 10"
"190065","BATON ROUGE GENERAL MEDICAL CENTER","3600 FLORIDA BLVD","BATON ROUGE","LA","70806","East Baton Rouge","0.985777","0.832678","0.999598","0.994590","0 out of 10","0 out of 9","0 out of 10"
"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","ATLANTA","GA","30322","DeKalb","0.985777","0.832678","0.967702","0.960708","2 out of 10","0 out of 9","2 out of 10"
"450231","BAPTIST ST ANTHONY'S HOSPITAL","1600 WALLACE BLVD","AMARILLO","TX","79106","Potter","0.985777","0.832678","1.054562","1.049941","0 out of 10","0 out of 9","0 out of 10"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","Albany","0.985777","0.832678","0.936019","0.940913","3 out of 10","0 out of 9","3 out of 10"
"360020","SUMMA HEALTH SYSTEM","525 EAST MARKET STREET","AKRON","OH","44309","Summit","0.985777","0.832678","1.019756","1.035258","0 out of 10","0 out of 9","0 out of 10"
"240022","SANFORD WORTHINGTON MEDICAL CENTER","1018 SIXTH AVENUE PO BOX 997","WORTHINGTON","MN","56187","Nobles","0.985777","0.832678","0.841276","0.880352","7 out of 10","0 out of 9","7 out of 10"
"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","GRAND RAPIDS","MI","49503","Kent","0.985777","0.832678","0.934338","0.952925","2 out of 10","0 out of 9","2 out of 10"
"180139","KENTUCKY RIVER MEDICAL CENTER","540 JETT DRIVE","JACKSON","KY","41339","Breathitt","0.985777","0.832678","0.958528","0.906940","5 out of 10","4 out of 9","5 out of 10"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","CA","95695","Yolo","0.985777","0.832678","0.959248","0.928246","4 out of 10","2 out of 9","4 out of 10"
"150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN","46011","Madison","0.985777","0.832678","0.967886","0.977312","1 out of 10","0 out of 9","1 out of 10"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","Suffolk","0.985777","0.832678","1.016769","1.028991","0 out of 10","0 out of 9","0 out of 10"
"170186","KANSAS HEART HOSPITAL","3601 NORTH WEBB ROAD","WICHITA","KS","67226","Sedgwick","0.985777","0.832678","0.936348","0.929846","4 out of 10","0 out of 9","4 out of 10"
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 LOCUST AVENUE","FAIRMONT","WV","26554","Marion","0.985777","0.832678","0.987212","0.969923","1 out of 10","1 out of 9","1 out of 10"
"520202","ST CLARES HOSPITAL OF WESTON","3400 MINISTRY PARKWAY","WESTON","WI","54476","Marathon","0.985777","0.832678","0.917742","0.949096","3 out of 10","0 out of 9","3 out of 10"
"330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","Westchester","0.985777","0.832678","1.065683","1.041460","0 out of 10","1 out of 9","1 out of 10"
"100287","GOOD SAMARITAN MEDICAL CENTER","1309 N FLAGLER DR","WEST PALM BEACH","FL","33401","Palm Beach","0.985777","0.832678","1.058390","1.068779","0 out of 10","0 out of 9","0 out of 10"
"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL STREET","WEST CHESTER","PA","19380","Chester","0.985777","0.832678","0.972427","0.959208","2 out of 10","0 out of 9","2 out of 10"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","Montgomery","0.985777","0.832678","0.959500","0.941505","3 out of 10","1 out of 9","3 out of 10"
"050481","WEST HILLS HOSPITAL & MEDICAL CENTER","7300 MEDICAL CENTER DR","WEST HILLS","CA","91307","Los Angeles","0.985777","0.832678","1.022422","1.019420","0 out of 10","0 out of 9","0 out of 10"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","LOXAHATCHEE","FL","33470","Palm Beach","0.985777","0.832678","1.018773","1.008842","0 out of 10","0 out of 9","0 out of 10"
"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","WEST BLOOMFIELD","MI","48322","Oakland","0.985777","0.832678","1.011193","0.975047","1 out of 10","2 out of 9","2 out of 10"
"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","Jefferson","0.985777","0.832678","0.876586","0.902888","5 out of 10","0 out of 9","5 out of 10"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","NY","10990","Orange","0.985777","0.832678","1.039612","1.007904","0 out of 10","1 out of 9","1 out of 10"
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","WASHINGTON","DC","20010","District of Columbia","0.985777","0.832678","1.003611","1.006136","0 out of 10","0 out of 9","0 out of 10"
"090008","UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","WASHINGTON","DC","20032","District of Columbia","0.985777","0.832678","0.997921","1.015963","0 out of 10","0 out of 9","0 out of 10"
"150042","GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN","47591","Knox","0.985777","0.832678","1.064689","1.087057","0 out of 10","0 out of 9","0 out of 10"
"150035","PORTER REGIONAL HOSPITAL","85 EAST US HWY 6","VALPARAISO","IN","46383","Porter","0.985777","0.832678","1.013583","1.033713","0 out of 10","0 out of 9","0 out of 10"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","URBANA","IL","61801","Champaign","0.985777","0.832678","0.972820","0.999271","0 out of 10","0 out of 9","0 out of 10"
"450193","CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","6720 BERTNER","HOUSTON","TX","77030","Harris","0.985777","0.832678","1.024503","1.023135","0 out of 10","0 out of 9","0 out of 10"
"370218","SAINT FRANCIS HOSPITAL SOUTH, LLC","10501 EAST 91ST STREET SOUTH","TULSA","OK","74133","Tulsa","0.985777","0.832678","0.971689","0.963266","2 out of 10","0 out of 9","2 out of 10"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ","85724","Pima","0.985777","0.832678","0.988893","0.981976","1 out of 10","0 out of 9","1 out of 10"
"170086","STORMONT VAIL HOSPITAL","1500 SW 10TH AVENUE","TOPEKA","KS","66604","Shawnee","0.985777","0.832678","1.009899","1.003050","0 out of 10","0 out of 9","0 out of 10"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","TOPPENISH","WA","98948","Yakima","0.985777","0.832678","0.857656","0.844388","9 out of 10","5 out of 9","9 out of 10"
"500124","EVERGREENHEALTH MEDICAL CENTER","12040 NE 128TH STREET","KIRKLAND","WA","98034","King","0.985777","0.832678","0.929404","0.965464","2 out of 10","0 out of 9","2 out of 10"
"460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","AMERICAN FORK","UT","84003","Utah","0.985777","0.832678","0.932862","0.969663","1 out of 10","0 out of 9","1 out of 10"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","TITUSVILLE","FL","32796","Brevard","0.985777","0.832678","1.011916","0.993924","0 out of 10","1 out of 9","1 out of 10"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","STUART","FL","34995","Martin","0.985777","0.832678","1.050934","1.045614","0 out of 10","0 out of 9","0 out of 10"
"450236","CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS","115 AIRPORT RD","SULPHUR SPRINGS","TX","75482","Hopkins","0.985777","0.832678","0.980966","0.987441","0 out of 10","0 out of 9","0 out of 10"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","KEY WEST","FL","33040","Monroe","0.985777","0.832678","0.906095","0.978854","1 out of 10","0 out of 9","1 out of 10"
"260040","COX MEDICAL CENTERS","3801 SOUTH NATIONAL AVENUE","SPRINGFIELD","MO","65807","Greene","0.985777","0.832678","0.948500","0.959389","2 out of 10","0 out of 9","2 out of 10"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK","99669","Kenai Peninsula","0.985777","0.832678","0.853431","0.881809","7 out of 10","0 out of 9","7 out of 10"
"330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","CORNING","NY","14830","Steuben","0.985777","0.832678","0.887523","0.881861","7 out of 10","1 out of 9","7 out of 10"
"340090","JOHNSTON HEALTH","509 BRIGHT LEAF BLVD","SMITHFIELD","NC","27577","Johnston","0.985777","0.832678","0.972268","0.955197","2 out of 10","1 out of 9","2 out of 10"
"140275","GENESIS HEALTH SYSTEM","801 ILLINI DRIVE","SILVIS","IL","61282","Rock Island","0.985777","0.832678","0.950995","0.928369","4 out of 10","1 out of 9","4 out of 10"
"370034","MCALESTER REGIONAL HEALTH CENTER AUTHORITY","ONE CLARK BASS BOULEVARD","MCALESTER","OK","74501","Pittsburg","0.985777","0.832678","0.952399","0.944275","3 out of 10","0 out of 9","3 out of 10"
"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","NY","12866","Saratoga","0.985777","0.832678","0.905672","0.902962","5 out of 10","0 out of 9","5 out of 10"
"050396","SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO","SANTA BARBARA","CA","93102","Santa Barbara","0.985777","0.832678","0.977480","0.997175","0 out of 10","0 out of 9","0 out of 10"
"050604","KAISER FOUNDATION HOSPITAL-SAN JOSE","250 HOSPITAL PARKWAY","SAN JOSE","CA","95119","Santa Clara","0.985777","0.832678","0.761054","0.797349","10 out of 10","0 out of 9","10 out of 10"
"050380","GOOD SAMARITAN HOSPITAL","2425 SAMARITAN DRIVE","SAN JOSE","CA","95124","Santa Clara","0.985777","0.832678","0.990977","1.020377","0 out of 10","0 out of 9","0 out of 10"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","CA","94115","San Francisco","0.985777","0.832678","0.893115","0.924620","4 out of 10","0 out of 9","4 out of 10"
"040010","MERCY HOSPITAL NORTHWEST ARKANSAS","2710 SOUTH RIFE MEDICAL LANE","ROGERS","AR","72758","Benton","0.985777","0.832678","0.983373","0.958961","2 out of 10","1 out of 9","2 out of 10"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","FLORENCE","SC","29506","Florence","0.985777","0.832678","0.950299","0.954232","2 out of 10","0 out of 9","2 out of 10"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","Mobile","0.985777","0.832678","0.977468","0.940880","3 out of 10","2 out of 9","3 out of 10"
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","MANCHESTER","NH","03102","Hillsborough","0.985777","0.832678","1.001340","1.007267","0 out of 10","0 out of 9","0 out of 10"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","GULF BREEZE","FL","32561","Santa Rosa","0.985777","0.832678","0.988920","0.999844","0 out of 10","0 out of 9","0 out of 10"
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 BAGLEY ROAD","MIDDLEBURG HEIGHTS","OH","44130","Cuyahoga","0.985777","0.832678","0.990984","0.977357","1 out of 10","0 out of 9","1 out of 10"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","OSHKOSH","WI","54904","Winnebago","0.985777","0.832678","0.975925","0.934556","4 out of 10","2 out of 9","4 out of 10"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA","92868","Orange","0.985777","0.832678","1.010627","0.995000","0 out of 10","0 out of 9","0 out of 10"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","Wayne","0.985777","0.832678","0.893771","0.895082","6 out of 10","0 out of 9","6 out of 10"
"190176","TULANE MEDICAL CENTER","1415 TULANE AVE","NEW ORLEANS","LA","70112","Orleans","0.985777","0.832678","0.940290","0.951858","2 out of 10","0 out of 9","2 out of 10"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","NEEDHAM","MA","02494","Norfolk","0.985777","0.832678","0.944669","0.970076","1 out of 10","0 out of 9","1 out of 10"
"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","BRUNSWICK","ME","04011","Cumberland","0.985777","0.832678","0.924158","0.949488","3 out of 10","0 out of 9","3 out of 10"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","MOUNT VERNON","WA","98274","Skagit","0.985777","0.832678","0.943743","0.979473","1 out of 10","0 out of 9","1 out of 10"
"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET","MELROSE","MA","02176","Middlesex","0.985777","0.832678","1.069868","1.058549","0 out of 10","0 out of 9","0 out of 10"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","TN","38201","Carroll","0.985777","0.832678","1.105911","1.104602","0 out of 10","0 out of 9","0 out of 10"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","Saint Lawrence","0.985777","0.832678","0.823510","0.806520","10 out of 10","9 out of 9","10 out of 10"
"050779","MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL","1680 EAST 120TH STREET","LOS ANGELES","CA","90059","Los Angeles","0.985777","0.832678","Not Available","0.961393","2 out of 10","Not Available","2 out of 10"
"280003","BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","LINCOLN","NE","68506","Lancaster","0.985777","0.832678","1.022443","1.002716","0 out of 10","1 out of 9","1 out of 10"
"520160","THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC","1818 N MEADE ST","APPLETON","WI","54911","Outagamie","0.985777","0.832678","0.927795","0.938980","3 out of 10","0 out of 9","3 out of 10"
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","LIBERTY","MO","64069","Clay","0.985777","0.832678","0.980068","1.028537","0 out of 10","0 out of 9","0 out of 10"
"170137","LAWRENCE MEMORIAL HOSPITAL","325 MAINE STREET","LAWRENCE","KS","66044","Douglas","0.985777","0.832678","0.896070","0.927814","4 out of 10","0 out of 9","4 out of 10"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","KOKOMO","IN","46902","Howard","0.985777","0.832678","1.068493","1.040380","0 out of 10","1 out of 9","1 out of 10"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","KEALAKEKUA","HI","96750","Hawaii","0.985777","0.832678","0.855140","0.893335","6 out of 10","0 out of 9","6 out of 10"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","300 MED TECH PARKWAY","JOHNSON CITY","TN","37604","Washington","0.985777","0.832678","0.907495","0.959790","2 out of 10","0 out of 9","2 out of 10"
"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","BRIGHTON","MA","02135","Suffolk","0.985777","0.832678","1.043897","1.048076","0 out of 10","0 out of 9","0 out of 10"
"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","GROVE","OK","74344","Delaware","0.985777","0.832678","0.952105","0.986299","0 out of 10","0 out of 9","0 out of 10"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","GENEVA","IL","60134","Kane","0.985777","0.832678","1.058504","1.056436","0 out of 10","0 out of 9","0 out of 10"
"100113","UF HEALTH SHANDS HOSPITAL","1600 SW ARCHER RD","GAINESVILLE","FL","32610","Alachua","0.985777","0.832678","1.013706","1.028236","0 out of 10","0 out of 9","0 out of 10"
"450137","BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER","1400 EIGHTH AVE","FORT WORTH","TX","76104","Tarrant","0.985777","0.832678","1.033876","1.071767","0 out of 10","0 out of 9","0 out of 10"
"110129","ST FRANCIS HOSPITAL","2122 MANCHESTER EXPRESSWAY","COLUMBUS","GA","31995","Muscogee","0.985777","0.832678","0.998174","1.023890","0 out of 10","0 out of 9","0 out of 10"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","Fayette","0.985777","0.832678","0.942600","0.923552","4 out of 10","1 out of 9","4 out of 10"
"420026","PROVIDENCE HEALTH","2435 FOREST DR","COLUMBIA","SC","29204","Richland","0.985777","0.832678","0.989904","0.985716","1 out of 10","0 out of 9","1 out of 10"
"450634","DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST","DENTON","TX","76210","Denton","0.985777","0.832678","1.117015","1.055283","0 out of 10","2 out of 9","2 out of 10"
"450271","WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE","DECATUR","TX","76234","Wise","0.985777","0.832678","1.110525","1.116419","0 out of 10","0 out of 9","0 out of 10"
"180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","217 SOUTH THIRD STREET","DANVILLE","KY","40422","Boyle","0.985777","0.832678","0.958660","0.943358","3 out of 10","1 out of 9","3 out of 10"
